"TO_C","TE_C","Tt_C","HDD_C","CDD_C","Tmin_C","Tmax_C","Precip_in","Humidity_pct","WindSpeed_MPH","CP"
"2005-01-01",8.252,8.252,7.8,5.7,0,1.7,13.9,0,67.28,5.52,12.3300081946445
"2005-01-02",2.70344827586207,5.47772413793104,1.15,12.35,0,-3.3,5.6,0,78.2758620689655,2.17241379310345,15.9131569239648
"2005-01-03",8.85454545454545,7.16613479623824,9,4.5,0,5,13,0.56,91.8181818181818,3.18181818181818,8.28640001714722
"2005-01-04",6.962,7.06406739811912,7,6.5,0,5,9,0.13,95.4,3.42,12.0908816254233
"2005-01-05",1.39661016949153,4.23033878380532,2.3,11.2,0,-1,5.6,0.33,93.9322033898305,3.28813559322034,21.9473394416741
"2005-01-06",0.26,2.24516939190266,0.05,13.45,0,-1,1.1,0.54,99.18,2.94,22.7018709361145
"2005-01-07",1.45925925925926,1.85221432558096,1.95,11.55,0,0,3.9,0,72.3703703703704,5.88888888888889,29.2193052469765
"2005-01-08",1.28867924528302,1.57044678543199,1.95,11.55,0,0,3.9,0.6,97.2264150943396,3.84905660377358,23.9574057298769
"2005-01-09",1.33,1.450223392716,1.1,12.4,0,0,2.2,0,76.3666666666667,1.93333333333333,16.9216982993237
"2005-01-10",3.28275862068966,2.36649100670282,3.6,9.9,0,-0.6,7.8,0,79.1724137931034,5.24137931034483,23.3914125513454
"2005-01-11",0.425423728813559,1.39595736775819,0.8,12.7,0,-0.6,2.2,0.44,93.3898305084746,3.27118644067797,23.6472297877759
"2005-01-12",1.77674418604651,1.58635077690235,1.8,11.7,0,0.6,3,0.06,100,4.6046511627907,25.1562909613684
"2005-01-13",4.94210526315789,3.26422802003012,7.65,5.85,0,2,13.3,0,99.8421052631579,1.76315789473684,11.3635111742763
"2005-01-14",9.05576923076923,6.15999862539968,9.7,3.8,0,-0.6,20,0.92,82.1923076923077,9.67307692307692,13.8222556926246
"2005-01-15",-3.332,1.41399931269984,-3.35,16.85,0,-5.6,-1.1,0,56.04,3.76,32.6384589440127
"2005-01-16",-3.62222222222222,-1.10411145476119,-3.6,17.1,0,-6.1,-1.1,0,61.5555555555556,5.07407407407407,38.5690134954459
"2005-01-17",-5.41794871794872,-3.26103008635496,-6.1,19.6,0,-8.9,-3.3,0,65.6923076923077,8.12820512820513,53.9350854913227
"2005-01-18",-11.725,-7.49301504317748,-11.9,25.4,0,-14.4,-9.4,0,49.03125,10.78125,82.8258179149548
"2005-01-19",-8.28444444444445,-7.88872974381096,-10.2,23.7,0,-14.4,-6,0.02,76.2888888888889,3.48888888888889,40.6902218942735
"2005-01-20",-5.272,-6.58036487190548,-5.85,19.35,0,-8.9,-2.8,0,59.12,8,53.0952339857355
"2005-01-21",-11.556,-9.06818243595274,-11.95,25.45,0,-15,-8.9,0,41.64,7.04,66.4810805977159
"2005-01-22",-11.8540540540541,-10.4611182450034,-12.25,25.75,0,-16.7,-7.8,0.18,77.7027027027027,6.81081081081081,66.1678190659472
"2005-01-23",-8.93191489361702,-9.69651656931021,-9.7,23.2,0,-14.4,-5,0,69.3829787234042,12.0212765957447,77.7752907862841
"2005-01-24",-9.59032258064516,-9.64341957497768,-10.55,24.05,0,-15,-6.1,0.02,66.0322580645161,6.35483870967742,58.207944914157
"2005-01-25",-4.42142857142857,-7.03242407320313,-4.7,18.2,0,-10,0.6,0.01,64.8571428571429,4.21428571428571,36.7904088048659
"2005-01-26",-2.37837837837838,-4.70540122579075,-3.6,17.1,0,-8.9,1.7,0,74.8918918918919,4.72972972972973,34.5322049010802
"2005-01-27",-11.596,-8.15070061289537,-11.1,24.6,0,-15,-7.2,0,44.72,6.52,64.0808558644467
"2005-01-28",-12.32,-10.2353503064477,-11.1,24.6,0,-17.8,-4.4,0,50,3.04,45.0187082888881
"2005-01-29",-7.264,-8.74967515322384,-8.05,21.55,0,-17.2,1.1,0,50.8,1.96,29.0696
"2005-01-30",-2.065625,-5.40765007661192,-1.15,14.65,0,-5.6,3.3,0,63.15625,3.8125,30.3928544028836
"2005-01-31",-4.244,-4.82582503830596,-3.9,17.4,0,-10,2.2,0,58.32,2.84,29.9027203150483
"2005-02-01",-5.964,-5.39491251915298,-4.45,17.95,0,-13.9,5,0,59.72,0,0
"2005-02-02",-4.156,-4.77545625957649,-3.35,16.85,0,-11.7,5,0,60.4,1.12,18.6853540592626
"2005-02-03",-1.19615384615385,-2.98580505286517,-2.5,16,0,-9.4,4.4,0,71.0769230769231,1.69230769230769,19.1180394737055
"2005-02-04",2.78333333333333,-0.101235859765917,4.15,9.35,0,0,8.3,0.05,69.3571428571429,4.73809523809524,23.327146430329
"2005-02-05",4.66551724137931,2.2821406908067,4.9,8.6,0,-2.2,12,0,48.9655172413793,3.6551724137931,16.8902104628594
"2005-02-06",2.66,2.47107034540335,4.2,9.3,0,-3.3,11.7,0,64.52,1.56,13.5391556605277
"2005-02-07",1.80714285714286,2.1391066012731,3.35,10.15,0,-5,11.7,0,65.2857142857143,1,11.6928571428571
"2005-02-08",4.168,3.15355330063655,5,8.5,0,-0.6,10.6,0,61.84,1.6,11.8041500498765
"2005-02-09",6.78484848484848,4.96920089274252,6.95,6.55,0,2.8,11.1,0.07,63.030303030303,1.90909090909091,9.27831517474176
"2005-02-10",3.57209302325582,4.27064695799917,2.15,11.35,0,-1.7,6,0.22,71.7441860465116,5.53488372093023,23.356725136534
"2005-02-11",0.204,2.23732347899958,0.25,13.25,0,-2.8,3.3,0,40.28,12.16,46.3647362826534
"2005-02-12",0.937037037037037,1.58718025801831,1.1,12.4,0,-2.2,4.4,0,65.2592592592593,7.25925925925926,33.8484068929345
"2005-02-13",0.5,1.04359012900915,1.1,12.4,0,-2.2,4.4,0,48.08,5.16,29.5303233981614
"2005-02-14",4.13103448275862,2.58731230588389,3.4,10.1,0,-2.2,9,0.92,85.8103448275862,9.41379310344828,28.7457712378285
"2005-02-15",8.06774193548387,5.32752712068388,7.25,6.25,0,1.7,12.8,0.04,77.1935483870968,5.25806451612903,12.4564230248036
"2005-02-16",4.75581395348837,5.04167053708613,6.5,7,0,-1,14,0.3,82.8139534883721,5.7906976744186,21.0418943209406
"2005-02-17",-0.140740740740741,2.45046489817269,0.3,13.2,0,-2.2,2.8,0,60.037037037037,6.11111111111111,33.7208136147819
"2005-02-18",-4.2962962962963,-0.922915699061801,-5.55,19.05,0,-8.9,-2.2,0,44.4074074074074,12.7037037037037,63.4300137859423
"2005-02-19",-5.216,-3.0694578495309,-5,18.5,0,-9.4,-0.6,0,46.04,7.96,52.8043341190853
"2005-02-20",-1.98787878787879,-2.52866831870484,-2.75,16.25,0,-7.2,1.7,0.15,66.3636363636364,4.66666666666667,33.4576421308713
"2005-02-21",-1.2063829787234,-1.86752564871412,-0.95,14.45,0,-3,1.1,0.42,95.5744680851064,5.36170212765957,34.0531438483199
"2005-02-22",1.57058823529412,-0.148468706710003,2.25,11.25,0,-1.1,5.6,0.02,77.0882352941177,2.58823529411765,19.1920296910918
"2005-02-23",0.187096774193548,0.0193140337417727,-0.55,14.05,0,-3.9,2.8,0.01,64.3548387096774,6.25806451612903,33.3037235669505
"2005-02-24",-4.67179487179487,-2.32624041902655,-4.1,17.6,0,-6,-2.2,0.15,70.9230769230769,6.07692307692308,44.7960473704001
"2005-02-25",-4.48064516129032,-3.40344279015844,-4.15,17.65,0,-8.3,0,0,74.5161290322581,3.64516129032258,34.3291970377865
"2005-02-26",-2.89259259259259,-3.14801769137551,-3.35,16.85,0,-10.6,3.9,0,66.9259259259259,4.14814814814815,33.3867983965013
"2005-02-27",-2.684,-2.91600884568776,-2.75,16.25,0,-7.2,1.7,0,50.64,5.12,36.6202116695139
"2005-02-28",-2.10961538461538,-2.51281211515157,-1.95,15.45,0,-3.9,0,0.28,83.5769230769231,9.05769230769231,46.9786988445495
"2005-03-01",-1.27543859649123,-1.8941253558214,-0.1,13.6,0,-3,2.8,0.14,87.7368421052632,3.70175438596491,28.427860866584
"2005-03-02",-0.6,-1.2470626779107,-0.25,13.75,0,-3.3,2.8,0.01,59.0740740740741,13.2222222222222,51.2709469387879
"2005-03-03",-3.268,-2.25753133895535,-3.05,16.55,0,-6.1,0,0,44.44,14.6,64.0704380381467
"2005-03-04",-2.772,-2.51476566947768,-2.75,16.25,0,-7.2,1.7,0,51.44,6.72,42.1818450577971
"2005-03-05",-1.604,-2.05938283473884,-1.95,15.45,0,-8.9,5,0,52.44,2.64,24.5410952127243
"2005-03-06",2.696,0.318308582630581,0.85,12.65,0,-6.1,7.8,0,52.12,4.96,24.0616504704062
"2005-03-07",9.536,4.92715429131529,9.45,4.05,0,0,18.9,0,52.52,5.12,8.96950809799512
"2005-03-08",-1.65918367346939,1.63398530892295,0.55,12.95,0,-8.9,10,0.19,75.9183673469388,11.0612244897959,50.417048563755
"2005-03-09",-6.012,-2.18900734553852,-5.85,19.35,0,-10,-1.7,0,44.76,11.72,66.7983281802771
"2005-03-10",-4.736,-3.46250367276926,-5.6,19.1,0,-10.6,-0.6,0,51.64,3.92,36.1054379328101
"2005-03-11",0.0724999999999999,-1.69500183638463,-0.45,13.95,0,-3.9,3,0.02,85.925,5.275,30.8394335910819
"2005-03-12",0.915,-0.390000918192316,1.95,11.55,0,-1.7,5.6,0.12,77.8,4.55,26.8447224561924
"2005-03-13",1.252,0.430999540903842,1.4,12.1,0,-3.3,6.1,0,55.12,4.92,27.1673782261005
"2005-03-14",0.0360000000000001,0.233499770451921,0,13.5,0,-3.3,3.3,0,44.72,8.8,39.9406785721024
"2005-03-15",1.648,0.94074988522596,1.95,11.55,0,-2.8,6.7,0,44.36,10.4,38.2215515331338
"2005-03-16",1.776,1.35837494261298,2.2,11.3,0,-1.7,6.1,0,43.44,6.92,30.8410288077425
"2005-03-17",2.328,1.84318747130649,2.5,11,0,-3.3,8.3,0,47.48,2.32,17.0166834277423
"2005-03-18",3.244,2.54359373565325,3.35,10.15,0,-2.2,8.9,0,45.36,3.88,20.2019771230442
"2005-03-19",3.768,3.15579686782662,3.9,9.6,0,-2.2,10,0,44.68,2.56,15.5712
"2005-03-20",3.3125,3.23414843391331,2.8,10.7,0,0.6,5,0.2,93,1.66666666666667,13.152005946496
"2005-03-21",4.34285714285714,3.78850278838523,3.9,9.6,0,1.1,6.7,0.05,82.3714285714286,3.45714285714286,17.0262361431165
"2005-03-22",6.632,5.21025139419261,5.3,8.2,0,-2.2,12.8,0,49.16,3.64,13.1033088706632
"2005-03-23",1.40178571428571,3.30601855423916,2.5,11,0,0,5,0.86,88.625,9.53571428571429,37.3592275066957
"2005-03-24",1.4875,2.39675927711958,2.8,10.7,0,0,5.6,0.08,86.15,4.5,25.4823606270102
"2005-03-25",3.05555555555556,2.72615741633757,3.05,10.45,0,-1.7,7.8,0,76.4444444444444,3.37037037037037,19.1745048683294
"2005-03-26",3.268,2.99707870816879,2.5,11,0,-3.3,8.3,0,63.4,3.64,19.5214118177964
"2005-03-27",5.14838709677419,4.07273290247149,5.1,8.4,0,2.2,8,0.12,66.9677419354839,4,16.7032258064516
"2005-03-28",5.32063492063492,4.6966839115532,4.5,9,0,1,8,2.55,97.8253968253968,6.85714285714286,21.418605493068
"2005-03-29",8.71875,6.7077169557766,10.2,3.3,0,6,14.4,0,82.6875,6.625,12.3064954028985
"2005-03-30",9.812,8.2598584778883,8.6,4.9,0,1.1,16.1,0,56.04,3.04,6.43024772151121
"2005-03-31",6.17307692307692,7.21646770048261,5.85,7.65,0,1.1,10.6,0,71.3461538461538,5.65384615384615,17.4218241349825
"2005-04-01",7.48181818181818,7.3491429411504,8.9,4.6,0,5,12.8,0.02,88.8863636363636,3.02272727272727,10.4632062580788
"2005-04-02",9.46417910447761,8.406661022814,8.95,4.55,0,4,13.9,2.09,96.3283582089552,16.044776119403,16.1658563503962
"2005-04-03",5.76590909090909,7.08628505686155,6.45,7.05,0,3.9,9,0.1,79.5454545454545,9.43181818181818,23.7523717996963
"2005-04-04",8.824,7.95514252843077,9.7,3.8,0,5,14.4,0,45.72,11.12,15.5929000868985
"2005-04-05",11.556,9.75557126421539,11.65,1.85,0,3.3,20,0,38.4,4.76,4.24130727017036
"2005-04-06",14.208,11.9817856321077,15,0,0,5,25,0,54.56,1.72,0
"2005-04-07",16.06875,14.0252678160538,16.1,0,0,8.3,23.9,0.49,76.4375,4.78125,0
"2005-04-08",12.4310344827586,13.2281511494062,11.95,1.55,0,6.7,17.2,0.14,66.0689655172414,4.79310344827586,2.34030304190178
"2005-04-09",10.308,11.7680755747031,11.1,2.4,0,4.4,17.8,0,47.92,5.32,7.36238796043784
"2005-04-10",13.392,12.5800377873516,12.2,1.3,0,1.1,23.3,0,44.76,1.44,0.129600000000003
"2005-04-11",10.06,11.3200188936758,9.7,3.8,0,5,14.4,0,36.48,6.48,8.7568103782142
"2005-04-12",6.976,9.14800944683789,8.3,5.2,0,2.2,14.4,0,34.08,3.04,11.3749826830637
"2005-04-13",7.492,8.32000472341895,7.25,6.25,0,0.6,13.9,0,48.24,3.96,11.9557690442731
"2005-04-14",9.804,9.06200236170947,10.55,2.95,0,2.2,18.9,0,52.52,5.92,8.99275612479289
"2005-04-15",7.756,8.40900118085474,8.05,5.45,0,1.7,14.4,0,44.16,7.36,15.5830813692286
"2005-04-16",7.848,8.12850059042737,7.8,5.7,0,0,15.6,0,43.76,3.28,10.2362073601505
"2005-04-17",14.236,11.1822502952137,12.2,1.3,0,-0.6,25,0,32.12,2.2,0
"2005-04-18",15.904,13.5431251476068,16.35,0,0,8.3,24.4,0,41.44,3.24,0
"2005-04-19",17.196,15.3695625738034,16.95,0,0,6.1,27.8,0,52.32,2.88,0
"2005-04-20",22.45,18.9097812869017,21.1,0,2.8,12.2,30,0.01,45.6923076923077,7.03846153846154,0
"2005-04-21",13.488,16.1988906434509,13.9,0,0,7.2,20.6,0,53.28,6.6,0.0308285581887975
"2005-04-22",8.66551724137931,12.4322039424151,8.6,4.9,0,3.9,13.3,0.04,76.1034482758621,5.62068965517241,11.4615886808404
"2005-04-23",12.0510204081633,12.2416121752892,12.35,1.15,0,8,16.7,0.31,95.4897959183673,7.3265306122449,3.9220348916217
"2005-04-24",9.80512820512821,11.0233701902087,9.7,3.8,0,7.2,12.2,0.03,79.1538461538462,6.74358974358974,9.59499923662399
"2005-04-25",7.14444444444444,9.08390731732657,6.95,6.55,0,3.3,10.6,0,60.7777777777778,7.66666666666667,17.5977364799598
"2005-04-26",13.008,11.0459536586633,13.05,0.449999999999999,0,5,21.1,0,59.16,6.76,1.27919999999999
"2005-04-27",12.6073170731707,11.826635365917,14.15,0,0,10,18.3,0.29,87.9024390243902,3.92682926829268,1.76896091909186
"2005-04-28",11.016,11.4213176829585,11.1,2.4,0,4.4,17.8,0.02,56.6,7.08,6.60949411679896
"2005-04-29",11.112,11.2666588414793,10,3.5,0,3.3,16.7,0,49.72,3.8,4.65506897908076
"2005-04-30",12.4523809523809,11.8595198969301,11.65,1.85,0,8.9,14.4,0.3,96.0476190476191,2.80952380952381,1.75598072539482
"2005-05-01",12.7,12.2797599484651,11.7,1.8,0,5.6,17.8,0.01,77.6666666666667,4.12820512820513,1.6254387967719
"2005-05-02",8.848,10.5638799742325,9.2,4.3,0,1.7,16.7,0.06,55.68,4.68,10.0638147200751
"2005-05-03",6.85,8.70693998711626,7.7,5.8,0,1,14.4,0,64.5,2.97058823529412,11.4615373417048
"2005-05-04",10.092,9.39946999355813,8.9,4.6,0,2.2,15.6,0,55.08,2.36,5.23546894174725
"2005-05-05",10.532,9.96573499677907,10.3,3.2,0,2.8,17.8,0,60.04,3.6,5.63138405722784
"2005-05-06",9.636,9.80086749838953,9.15,4.35,0,5,13.3,0,69.84,6.8,10.0760792374812
"2005-05-07",12.8,11.3004337491948,13.6,0,0,8.9,18.3,0,56.962962962963,7.7037037037037,1.94288826616839
"2005-05-08",13.268,12.2842168745974,13.6,0,0,9.4,17.8,0,59.52,5.48,0.543098075857397
"2005-05-09",14.54,13.4121084372987,14.75,0,0,6.7,22.8,0,67.48,3.84,0
"2005-05-10",14.068,13.7400542186493,14.7,0,0,7.2,22.2,0,78.08,3.56,0
"2005-05-11",17.2285714285714,15.4843128236104,18.05,0,0,8.9,27.2,0,78.6071428571429,3.71428571428571,0
"2005-05-12",16.888,16.1861564118052,14.45,0,0,8.3,20.6,0,55.08,6.32,0
"2005-05-13",12.516,14.3510782059026,11.65,1.85,0,3.9,19.4,0,46.24,4.6,2.11044488200947
"2005-05-14",18.44,16.3955391029513,19.15,0,0.849999999999998,12.2,26.1,0,62.12,5.4,0
"2005-05-15",20.6115384615385,18.5035387822449,20.3,0,2,15,25.6,0.01,64.4230769230769,3.07692307692308,0
"2005-05-16",17.3111111111111,17.907324946678,17.5,0,0,12.2,22.8,0.01,52.962962962963,4.81481481481481,0
"2005-05-17",15.46,16.683662473339,15,0,0,9.4,20.6,0,45.28,3.68,0
"2005-05-18",14.464,15.5738312366695,14.75,0,0,8.9,20.6,0,45.8,3.28,0
"2005-05-19",14.788,15.1809156183347,13.9,0,0,6.7,21.1,0,51.32,4.12,0
"2005-05-20",11.0275862068966,13.1042509126157,10.25,3.25,0,7.2,13.3,0.16,81.3793103448276,3.68965517241379,4.74912988830265
"2005-05-21",13.2655172413793,13.1848840769975,13.9,0,0,5,22.8,0.05,70.1379310344828,3.55172413793103,0.441906640994962
"2005-05-22",12.2722222222222,12.7285531496099,13.05,0.449999999999999,0,10,16.1,0.12,83.3611111111111,1.83333333333333,1.66241896983754
"2005-05-23",13.4103448275862,13.069448988598,13.6,0,0,10,17.2,0.03,71.4827586206897,2.20689655172414,0.133188380485614
"2005-05-24",10.9896551724138,12.0295520805059,12.25,1.25,0,8.9,15.6,0.12,83.2068965517241,6.37931034482759,6.3404524024844
"2005-05-25",10.541935483871,11.2857437821884,10.9,2.6,0,9,12.8,0.23,81.7096774193548,7.74193548387097,8.23061743378208
"2005-05-26",14.0678571428571,12.6768004625228,14.3,0,0,13,15.6,0.01,72.9642857142857,6.03571428571429,0
"2005-05-27",18.8615384615385,15.7691694620306,20,0,1.7,11.7,28.3,0.01,63.8461538461538,3.84615384615385,0
"2005-05-28",16.5275862068965,16.1483778344636,18.35,0,0.0500000000000007,10.6,26.1,0.29,76.2758620689655,3.27586206896552,0
"2005-05-29",18.128,17.1381889172318,18.6,0,0.300000000000001,12.2,25,0,59,5.48,0
"2005-05-30",17.728,17.4330944586159,16.95,0,0,10,23.9,0,56.72,3.8,0
"2005-05-31",18.64,18.0365472293079,18.65,0,0.349999999999998,10.6,26.7,0.02,59.4,2.92,0
"2005-06-01",15.4206896551724,16.7286184422402,15.85,0,0,11.1,20.6,0,76.3103448275862,3.79310344827586,0
"2005-06-02",15.5620689655172,16.1453437038787,17.1,0,0,12,22.2,0,76.0689655172414,2.86206896551724,0
"2005-06-03",17.0658536585366,16.6055986812076,17.2,0,0,13.3,21.1,0.23,85.9512195121951,3.78048780487805,0
"2005-06-04",20.38,18.4927993406038,22.45,0,4.15,16,28.9,0.1,76.6,1.62857142857143,0
"2005-06-05",24.78,21.6363996703019,24.45,0,6.15,16.7,32.2,0,64.4,1.88,0
"2005-06-06",23.1354838709677,22.3859417706348,25.25,0,6.95,18.3,32.2,0.36,79.2903225806452,3.06451612903226,0
"2005-06-07",24.5407407407407,23.4633412556878,25.1,0,6.8,18,32.2,0.01,68.7407407407407,4.40740740740741,0
"2005-06-08",26.92,25.1916706278439,26.1,0,7.8,18.3,33.9,0,58.64,2.32,0
"2005-06-09",27.196,26.193835313922,26.4,0,8.1,20,32.8,0,62.44,4.12,0
"2005-06-10",24.7926829268293,25.4932591203756,26.3,0,8,22,30.6,0.08,82.1219512195122,3.29268292682927,0
"2005-06-11",25.0366666666667,25.2649628935211,26.15,0,7.85,21.7,30.6,0.03,81.1666666666667,2.83333333333333,0
"2005-06-12",26.672,25.9684814467606,26.7,0,8.4,22.8,30.6,0,59.96,4.64,0
"2005-06-13",27.828,26.8982407233803,27.25,0,8.95,22.8,31.7,0,66.44,4.4,0
"2005-06-14",29.16,28.0291203616901,29.7,0,11.4,25,34.4,0,59.2,7.16,0
"2005-06-15",22.5074074074074,25.2682638845488,22.5,0,4.2,17.2,27.8,0,75.2962962962963,5.92592592592593,0
"2005-06-16",19.371875,22.3200694422744,20,0,1.7,14.4,25.6,0.61,74.0625,4.28125,0
"2005-06-17",17.844,20.0820347211372,18.05,0,0,12.8,23.3,0,65.6,5.28,0
"2005-06-18",19.824,19.9530173605686,19.7,0,1.4,15,24.4,0,61.24,5.08,0
"2005-06-19",18.0592592592593,19.0061383099139,18.6,0,0.300000000000001,15,22.2,0,72.7777777777778,4.48148148148148,0
"2005-06-20",18.528,18.767069154957,18.6,0,0.300000000000001,12.8,24.4,0,70.4,3.56,0
"2005-06-21",21.968,20.3675345774785,21.1,0,2.8,13.3,28.9,0,62.44,2.84,0
"2005-06-22",20.1878787878788,20.2777066826786,21.95,0,3.65,16.7,27.2,0.74,81.4242424242424,4.72727272727273,0
"2005-06-23",19.868,20.0728533413393,19.15,0,0.849999999999998,12.2,26.1,0,60.16,3.56,0
"2005-06-24",23.2384615384615,21.6556574399004,22.5,0,4.2,14.4,30.6,0,69.3846153846154,4.57692307692308,0
"2005-06-25",26.548,24.1018287199502,26.1,0,7.8,18.9,33.3,0,61,5.36,0
"2005-06-26",27.528,25.8149143599751,28.3,0,10,22.2,34.4,0,63.76,4.16,0
"2005-06-27",23.9652173913043,24.8900658756397,23.9,0,5.6,20.6,27.2,0.48,91.8260869565217,4.15217391304348,0
"2005-06-28",24.9425,24.9162829378199,26.4,0,8.1,21.7,31.1,0.06,86.125,4.1,0
"2005-06-29",24.2428571428571,24.5795700403385,25.3,0,7,21.7,28.9,0.39,90.4285714285714,4.40476190476191,0
"2005-06-30",23.6780487804878,24.1288094104132,25.2,0,6.9,21,29.4,0,87.6341463414634,2.68292682926829,0
"2005-07-01",24.2352941176471,24.1820517640301,25,0,6.7,21.1,28.9,0.02,83.3235294117647,3.52941176470588,0
"2005-07-02",22.6931034482759,23.437577606153,22.5,0,4.2,17.8,27.2,0,71.7586206896552,3.20689655172414,0
"2005-07-03",20.848,22.1427888030765,20.25,0,1.95,14.4,26.1,0,65.24,3.76,0
"2005-07-04",21.688,21.9153944015382,21.35,0,3.05,14.4,28.3,0,69.72,3.2,0
"2005-07-05",23.5794117647059,22.7474030831221,23.35,0,5.05,18.9,27.8,0.01,84.0882352941177,3.02941176470588,0
"2005-07-06",24.0521739130435,23.3997884980828,25.25,0,6.95,21.1,29.4,0.35,88.2608695652174,3.30434782608696,0
"2005-07-07",20.6794117647059,22.0396001313943,20.55,0,2.25,18.9,22.2,0,84.6176470588235,5,0
"2005-07-08",17.2289855072464,19.6342928193204,17.85,0,0,16.7,19,1.51,98.5797101449275,5.36231884057971,0
"2005-07-09",20.5371428571429,20.0857178382316,21.35,0,3.05,16,26.7,0.04,77.0571428571429,4.91428571428571,0
"2005-07-10",25.24,22.6628589191158,25,0,6.7,17.2,32.8,0,55.04,5.48,0
"2005-07-11",26.396,24.5294294595579,25.55,0,7.25,18.3,32.8,0,60.72,3.72,0
"2005-07-12",24.728,24.628714729779,25,0,6.7,19.4,30.6,0.01,70.36,3.68,0
"2005-07-13",22.2058823529412,23.4172985413601,21.5,0,3.2,18,25,0,86.1764705882353,2.29411764705882,0
"2005-07-14",24.674358974359,24.0458287578595,25.45,0,7.15,22,28.9,0,83.0512820512821,2.66666666666667,0
"2005-07-15",25.2111111111111,24.6284699344853,26.1,0,7.8,22.8,29.4,0.48,84.8333333333333,2,0
"2005-07-16",25,24.8142349672427,25.65,0,7.35,23,28.3,0,84.4242424242424,4.45454545454545,0
"2005-07-17",25.3304347826087,25.0723348749257,25.95,0,7.65,23,28.9,0,88.7826086956522,3.71739130434783,0
"2005-07-18",27.114705882353,26.0935203786393,28.1,0,9.8,24,32.2,0,83.3823529411765,1.97058823529412,0
"2005-07-19",28.1888888888889,27.1412046337641,28.6,0,10.3,24.4,32.8,0.01,75.5925925925926,2.37037037037037,0
"2005-07-20",26.516,26.8286023168821,26.15,0,7.85,20.6,31.7,0,63.84,2.8,0
"2005-07-21",26.188,26.508301158441,25.55,0,7.25,17.8,33.3,0,59.72,3.16,0
"2005-07-22",27.044,26.7761505792205,26.1,0,7.8,19.4,32.8,0,61.88,2.52,0
"2005-07-23",24.7,25.7380752896103,24.45,0,6.15,18.9,30,0,56.68,4.12,0
"2005-07-24",24.2,24.9690376448051,22.8,0,4.5,15.6,30,0,52.08,3.16,0
"2005-07-25",24.3527777777778,24.6609077112915,26.1,0,7.8,20,32.2,0.15,82,4.75,0
"2005-07-26",27.9888888888889,26.3248983000902,27.25,0,8.95,18.9,35.6,0.01,61.9259259259259,3.03703703703704,0
"2005-07-27",27.1966666666667,26.7607824833784,28.65,0,10.35,21.7,35.6,0.08,70.1333333333333,4.7,0
"2005-07-28",22.996,24.8783912416892,23.05,0,4.75,18.9,27.2,0,64.28,3.44,0
"2005-07-29",24.108,24.4931956208446,23.6,0,5.3,17.8,29.4,0,65,2.84,0
"2005-07-30",24.6384615384615,24.5658285796531,25.55,0,7.25,20,31.1,0,64.3461538461538,3.53846153846154,0
"2005-07-31",22.9296296296296,23.7477291046414,23.45,0,5.15,18,28.9,0,74.4074074074074,3.2962962962963,0
"2005-08-01",24.4285714285714,24.0881502666064,24.45,0,6.15,18.9,30,0,74.4285714285714,3.67857142857143,0
"2005-08-02",27.572,25.8300751333032,28.05,0,9.75,22.2,33.9,0,60.8,3.96,0
"2005-08-03",28.204,27.0170375666516,28.05,0,9.75,20,36.1,0,55.68,2,0
"2005-08-04",29.056,28.0365187833258,29.45,0,11.15,22.8,36.1,0,58.84,3.92,0
"2005-08-05",27.492,27.7642593916629,28.9,0,10.6,22.8,35,0.02,69.32,4.92,0
"2005-08-06",25.048,26.4061296958314,24.7,0,6.4,18.3,31.1,0,55.6,2.6,0
"2005-08-07",24.716,25.5610648479157,25,0,6.7,21.1,28.9,0,69.36,2.4,0
"2005-08-08",23.7363636363636,24.6487142421397,24.1,0,5.8,21,27.2,0.02,84.8181818181818,1.57575757575758,0
"2005-08-09",23.6714285714286,24.1600714067841,23.85,0,5.55,21,26.7,0,78.4642857142857,2.64285714285714,0
"2005-08-10",25.98,25.0700357033921,26.1,0,7.8,20,32.2,0,69.56,3.16,0
"2005-08-11",28.196,26.633017851696,28.6,0,10.3,22.8,34.4,0,60.8,3.08,0
"2005-08-12",28.208,27.420508925848,28.9,0,10.6,22.2,35.6,0.01,60.76,2.96,0
"2005-08-13",29.9888888888889,28.7046989073684,30.55,0,12.25,23.9,37.2,0,63.8148148148148,4.11111111111111,0
"2005-08-14",26.7657142857143,27.7352065965414,28.8,0,10.5,22,35.6,1.11,80.8571428571429,3.71428571428571,0
"2005-08-15",22.6720930232558,25.2036498098986,23.35,0,5.05,20.6,26.1,0,86.0232558139535,3.04651162790698,0
"2005-08-16",22.475,23.8393249049493,22.2,0,3.9,20,24.4,0,75.625,1.96875,0
"2005-08-17",23.672,23.7556624524746,24.2,0,5.9,17.8,30.6,0,62.72,3.64,0
"2005-08-18",21.812,22.7838312262373,21.95,0,3.65,16.1,27.8,0,58.8,3.88,0
"2005-08-19",21.1880952380952,21.9859632321663,21.1,0,2.8,18.9,23.3,0.23,74.9047619047619,2.78571428571429,0
"2005-08-20",21.8636363636364,21.9247997979013,24.45,0,6.15,20.6,28.3,0,92.3939393939394,1.42424242424242,0
"2005-08-21",26.941935483871,24.4333676408861,27.8,0,9.5,21.7,33.9,0,71.5161290322581,4.06451612903226,0
"2005-08-22",23.484,23.9586838204431,23.6,0,5.3,17.2,30,0,58.56,3.76,0
"2005-08-23",21.776,22.8673419102215,21.1,0,2.8,15,27.2,0,57.64,2.52,0
