"Row.names","mw","HDD_C","CDD_C","CP"
"2005-01-01",101634.358,5.7,0,12.3300081946445
"2005-01-02",106812.483,12.35,0,15.9131569239648
"2005-01-03",119502.819,4.5,0,8.28640001714722
"2005-01-04",122397.931,6.5,0,12.0908816254233
"2005-01-05",126375.336,11.2,0,21.9473394416741
"2005-01-06",132037.452,13.45,0,22.7018709361145
"2005-01-07",127719.896,11.55,0,29.2193052469765
"2005-01-08",120590.492,11.55,0,23.9574057298769
"2005-01-09",112115.191,12.4,0,16.9216982993237
"2005-01-10",126280.282,9.9,0,23.3914125513454
"2005-01-11",129955.524,12.7,0,23.6472297877759
"2005-01-12",129322.354,11.7,0,25.1562909613684
"2005-01-13",125548.662,5.85,0,11.3635111742763
"2005-01-14",124960.509,3.8,0,13.8222556926246
"2005-01-15",119216.998,16.85,0,32.6384589440127
"2005-01-16",116665.246,17.1,0,38.5690134954459
"2005-01-17",132110.094,19.6,0,53.9350854913227
"2005-01-18",145207.646,25.4,0,82.8258179149548
"2005-01-19",146086.094,23.7,0,40.6902218942735
"2005-01-20",139379.221,19.35,0,53.0952339857355
"2005-01-21",142788.983,25.45,0,66.4810805977159
"2005-01-22",136982.982,25.75,0,66.1678190659472
"2005-01-23",127166.357,23.2,0,77.7752907862841
"2005-01-24",144008.363,24.05,0,58.207944914157
"2005-01-25",136870.373,18.2,0,36.7904088048659
"2005-01-26",134197.77,17.1,0,34.5322049010802
"2005-01-27",143466.785,24.6,0,64.0808558644467
"2005-01-28",143813.869,24.6,0,45.0187082888881
"2005-01-29",129979.225,21.55,0,29.0696
"2005-01-30",118940.438,14.65,0,30.3928544028836
"2005-01-31",133516.864,17.4,0,29.9027203150483
"2005-02-01",134347.462,17.95,0,0
"2005-02-02",132663.897,16.85,0,18.6853540592626
"2005-02-03",131707.753,16,0,19.1180394737055
"2005-02-04",129023.258,9.35,0,23.327146430329
"2005-02-05",113053.457,8.6,0,16.8902104628594
"2005-02-06",108684.309,9.3,0,13.5391556605277
"2005-02-07",124012.407,10.15,0,11.6928571428571
"2005-02-08",124313.891,8.5,0,11.8041500498765
"2005-02-09",123120.418,6.55,0,9.27831517474176
"2005-02-10",126576.26,11.35,0,23.356725136534
"2005-02-11",129024.714,13.25,0,46.3647362826534
"2005-02-12",117368.538,12.4,0,33.8484068929345
"2005-02-13",110725.506,12.4,0,29.5303233981614
"2005-02-14",128963.899,10.1,0,28.7457712378285
"2005-02-15",122319.446,6.25,0,12.4564230248036
"2005-02-16",123583.709,7,0,21.0418943209406
"2005-02-17",129417.199,13.2,0,33.7208136147819
"2005-02-18",132095.435,19.05,0,63.4300137859423
"2005-02-19",121943.731,18.5,0,52.8043341190853
"2005-02-20",114247.802,16.25,0,33.4576421308713
"2005-02-21",124608.892,14.45,0,34.0531438483199
"2005-02-22",127087.856,11.25,0,19.1920296910918
"2005-02-23",127668.508,14.05,0,33.3037235669505
"2005-02-24",133580.403,17.6,0,44.7960473704001
"2005-02-25",130853.841,17.65,0,34.3291970377865
"2005-02-26",118411.129,16.85,0,33.3867983965013
"2005-02-27",113571.697,16.25,0,36.6202116695139
"2005-02-28",131272.903,15.45,0,46.9786988445495
"2005-03-01",129741.986,13.6,0,28.427860866584
"2005-03-02",129787.968,13.75,0,51.2709469387879
"2005-03-03",132416.923,16.55,0,64.0704380381467
"2005-03-04",131258.784,16.25,0,42.1818450577971
"2005-03-05",118856.162,15.45,0,24.5410952127243
"2005-03-06",110906.241,12.65,0,24.0616504704062
"2005-03-07",120141.452,4.05,0,8.96950809799512
"2005-03-08",128270.826,12.95,0,50.417048563755
"2005-03-09",137336.949,19.35,0,66.7983281802771
"2005-03-10",134003.961,19.1,0,36.1054379328101
"2005-03-11",129409.206,13.95,0,30.8394335910819
"2005-03-12",114026.004,11.55,0,26.8447224561924
"2005-03-13",107723.094,12.1,0,27.1673782261005
"2005-03-14",124102.8,13.5,0,39.9406785721024
"2005-03-15",126374.629,11.55,0,38.2215515331338
"2005-03-16",125086.201,11.3,0,30.8410288077425
"2005-03-17",124655.567,11,0,17.0166834277423
"2005-03-18",122035.108,10.15,0,20.2019771230442
"2005-03-19",110240.118,9.6,0,15.5712
"2005-03-20",109112.533,10.7,0,13.152005946496
"2005-03-21",121397.905,9.6,0,17.0262361431165
"2005-03-22",120099.297,8.2,0,13.1033088706632
"2005-03-23",127547.877,11,0,37.3592275066957
"2005-03-24",127261.109,10.7,0,25.4823606270102
"2005-03-25",116199.654,10.45,0,19.1745048683294
"2005-03-26",108014.784,11,0,19.5214118177964
"2005-03-27",100875.032,8.4,0,16.7032258064516
"2005-03-28",122798.21,9,0,21.418605493068
"2005-03-29",119443.218,3.3,0,12.3064954028985
"2005-03-30",117877.62,4.9,0,6.43024772151121
"2005-03-31",117929.315,7.65,0,17.4218241349825
"2005-04-01",116347.267,4.6,0,10.4632062580788
"2005-04-02",110347.437,4.55,0,16.1658563503962
"2005-04-03",100201.496,7.05,0,23.7523717996963
"2005-04-04",119260.623,3.8,0,15.5929000868985
"2005-04-05",117576.271,1.85,0,4.24130727017036
"2005-04-06",118266.068,0,0,0
"2005-04-07",118470.626,0,0,0
"2005-04-08",115490.999,1.55,0,2.34030304190178
"2005-04-09",101561.722,2.4,0,7.36238796043784
"2005-04-10",97182.273,1.3,0,0.129600000000003
"2005-04-11",112254.411,3.8,0,8.7568103782142
"2005-04-12",115608.068,5.2,0,11.3749826830637
"2005-04-13",116364.705,6.25,0,11.9557690442731
"2005-04-14",116189.798,2.95,0,8.99275612479289
"2005-04-15",114265.259,5.45,0,15.5830813692286
"2005-04-16",102034.516,5.7,0,10.2362073601505
"2005-04-17",97252.141,1.3,0,0
"2005-04-18",115283.117,0,0,0
"2005-04-19",120183.704,0,0,0
"2005-04-20",127066.617,0,2.8,0
"2005-04-21",120016.506,0,0,0.0308285581887975
"2005-04-22",114442.09,4.9,0,11.4615886808404
"2005-04-23",104087.783,1.15,0,3.9220348916217
"2005-04-24",96366.752,3.8,0,9.59499923662399
"2005-04-25",113076.067,6.55,0,17.5977364799598
"2005-04-26",116331.446,0.449999999999999,0,1.27919999999999
"2005-04-27",115929.067,0,0,1.76896091909186
"2005-04-28",112740.114,2.4,0,6.60949411679896
"2005-04-29",112186.725,3.5,0,4.65506897908076
"2005-04-30",105489.377,1.85,0,1.75598072539482
"2005-05-01",95892.249,1.8,0,1.6254387967719
"2005-05-02",111441.512,4.3,0,10.0638147200751
"2005-05-03",113747.578,5.8,0,11.4615373417048
"2005-05-04",115337.545,4.6,0,5.23546894174725
"2005-05-05",115108.802,3.2,0,5.63138405722784
"2005-05-06",115418.16,4.35,0,10.0760792374812
"2005-05-07",103471.038,0,0,1.94288826616839
"2005-05-08",95400.363,0,0,0.543098075857397
"2005-05-09",113683.634,0,0,0
"2005-05-10",115953.337,0,0,0
"2005-05-11",119544.847,0,0,0
"2005-05-12",120327.504,0,0,0
"2005-05-13",113362.775,1.85,0,2.11044488200947
"2005-05-14",105097.479,0,0.849999999999998,0
"2005-05-15",104535.632,0,2,0
"2005-05-16",119263.118,0,0,0
"2005-05-17",118397.272,0,0,0
"2005-05-18",118621.928,0,0,0
"2005-05-19",119249.798,0,0,0
"2005-05-20",116692.261,3.25,0,4.74912988830265
"2005-05-21",103718.107,0,0,0.441906640994962
"2005-05-22",98963.632,0.449999999999999,0,1.66241896983754
"2005-05-23",113529.151,0,0,0.133188380485614
"2005-05-24",116520.613,1.25,0,6.3404524024844
"2005-05-25",119372.101,2.6,0,8.23061743378208
"2005-05-26",118812.918,0,0,0
"2005-05-27",121181,0,1.7,0
"2005-05-28",107557.297,0,0.0500000000000007,0
"2005-05-29",98125.33,0,0.300000000000001,0
"2005-05-30",101403.304,0,0,0
"2005-05-31",121706.488,0,0.349999999999998,0
"2005-06-01",120423.089,0,0,0
"2005-06-02",118953.291,0,0,0
"2005-06-03",118304.773,0,0,0
"2005-06-04",112111.231,0,4.15,0
"2005-06-05",124501.104,0,6.15,0
"2005-06-06",161674.632,0,6.95,0
"2005-06-07",162426.654,0,6.8,0
"2005-06-08",178664.795,0,7.8,0
"2005-06-09",184159.283,0,8.1,0
"2005-06-10",174685.434,0,8,0
"2005-06-11",159512.89,0,7.85,0
"2005-06-12",159295.931,0,8.4,0
"2005-06-13",187553.86,0,8.95,0
"2005-06-14",199996.342,0,11.4,0
"2005-06-15",177917.666,0,4.2,0
"2005-06-16",148610.084,0,1.7,0
"2005-06-17",131828.204,0,0,0
"2005-06-18",117313.863,0,1.4,0
"2005-06-19",107565.026,0,0.300000000000001,0
"2005-06-20",128374.602,0,0.300000000000001,0
"2005-06-21",142062.973,0,2.8,0
"2005-06-22",149378.758,0,3.65,0
"2005-06-23",141795.378,0,0.849999999999998,0
"2005-06-24",153121.229,0,4.2,0
"2005-06-25",158185.128,0,7.8,0
"2005-06-26",162199.27,0,10,0
"2005-06-27",164449.071,0,5.6,0
"2005-06-28",178540.015,0,8.1,0
"2005-06-29",176632.68,0,7,0
"2005-06-30",169738.415,0,6.9,0
"2005-07-01",166435.917,0,6.7,0
"2005-07-02",141789.25,0,4.2,0
"2005-07-03",122175.541,0,1.95,0
"2005-07-04",126688.191,0,3.05,0
"2005-07-05",158398.472,0,5.05,0
"2005-07-06",167642.943,0,6.95,0
"2005-07-07",147281.385,0,2.25,0
"2005-07-08",131640.578,0,0,0
"2005-07-09",126407.045,0,3.05,0
"2005-07-10",137483.026,0,6.7,0
"2005-07-11",172654.233,0,7.25,0
"2005-07-12",179086.282,0,6.7,0
"2005-07-13",156855.602,0,3.2,0
"2005-07-14",172657.12,0,7.15,0
"2005-07-15",178452.843,0,7.8,0
"2005-07-16",158498.437,0,7.35,0
"2005-07-17",150809.079,0,7.65,0
"2005-07-18",185581.496,0,9.8,0
"2005-07-19",198858.531,0,10.3,0
"2005-07-20",194748.622,0,7.85,0
"2005-07-21",186509.2,0,7.25,0
"2005-07-22",191019.951,0,7.8,0
"2005-07-23",165822.702,0,6.15,0
"2005-07-24",144295.314,0,4.5,0
"2005-07-25",176814.68,0,7.8,0
"2005-07-26",201075.581,0,8.95,0
"2005-07-27",207871.219,0,10.35,0
"2005-07-28",165573.292,0,4.75,0
"2005-07-29",164279.161,0,5.3,0
"2005-07-30",155055.537,0,7.25,0
"2005-07-31",143547.334,0,5.15,0
"2005-08-01",168272.763,0,6.15,0
"2005-08-02",187836.306,0,9.75,0
"2005-08-03",194669.126,0,9.75,0
"2005-08-04",198749.066,0,11.15,0
"2005-08-05",197687.05,0,10.6,0
"2005-08-06",161214.595,0,6.4,0
"2005-08-07",151209.276,0,6.7,0
"2005-08-08",165871.649,0,5.8,0
"2005-08-09",162084.234,0,5.55,0
"2005-08-10",175540.88,0,7.8,0
"2005-08-11",191759.205,0,10.3,0
"2005-08-12",197291.269,0,10.6,0
"2005-08-13",192309.489,0,12.25,0
"2005-08-14",186567.267,0,10.5,0
"2005-08-15",167278.663,0,5.05,0
"2005-08-16",151451.014,0,3.9,0
"2005-08-17",161578.227,0,5.9,0
"2005-08-18",155457.825,0,3.65,0
"2005-08-19",151937.345,0,2.8,0
"2005-08-20",147889.926,0,6.15,0
"2005-08-21",164237.142,0,9.5,0
"2005-08-22",168800.431,0,5.3,0
"2005-08-23",151702.893,0,2.8,0
"2005-08-24",147288.019,0,2.3,0
"2005-08-25",144171.859,0,2.25,0
"2005-08-26",145754.654,0,3.1,0
"2005-08-27",136786.398,0,4.2,0
"2005-08-28",140427.222,0,6.4,0
"2005-08-29",168665.737,0,7.85,0
"2005-08-30",177504.305,0,7.65,0
"2005-08-31",186806.087,0,8.4,0
"2005-09-01",163571.474,0,4.45,0
"2005-09-02",159758.47,0,4.2,0
"2005-09-03",133800.598,0,3.1,0
"2005-09-04",121968.75,0,2.8,0
"2005-09-05",125000.337,0,2.8,0
"2005-09-06",143375.703,0,2.55,0
"2005-09-07",141380.148,0,2.55,0
"2005-09-08",148375.298,0,2.8,0
"2005-09-09",142812.541,0,2.25,0
"2005-09-10",125535.279,0,1.7,0
"2005-09-11",119772.294,0,0.599999999999998,0
"2005-09-12",151511.558,0,6.15,0
"2005-09-13",166528.766,0,6.7,0
"2005-09-14",161399.68,0,3.75,0
"2005-09-15",173341.529,0,6.6,0
"2005-09-16",173164.903,0,6.95,0
"2005-09-17",155581.274,0,5.85,0
"2005-09-18",133058.515,0,3.35,0
"2005-09-19",152475.734,0,3.65,0
"2005-09-20",156306.22,0,4.45,0
"2005-09-21",149805.897,0,3.65,0
"2005-09-22",147395.843,0,2.25,0
"2005-09-23",155977.332,0,5.85,0
"2005-09-24",118997.69,0,0,0
"2005-09-25",108457.526,0,0,0
"2005-09-26",137427.135,0,2.8,0
"2005-09-27",135562.031,0,0,0
"2005-09-28",126013.002,0,0,0
"2005-09-29",127875.308,0,0,0
"2005-09-30",117959.002,1.55,0,2.38
"2005-10-01",106339.585,0,0,0
"2005-10-02",104958.694,0,0,0
"2005-10-03",125596.745,0,0,0
"2005-10-04",131578.046,0,0.900000000000002,0
"2005-10-05",134249.533,0,2.25,0
"2005-10-06",136163.104,0,0.699999999999999,0
"2005-10-07",144222.704,0,4.2,0
"2005-10-08",133673.107,0,0,0
"2005-10-09",103931.845,0.5,0,0.801532328776629
"2005-10-10",117615.94,0,0,0
"2005-10-11",121539.197,0,0,0
"2005-10-12",121120.908,1.55,0,5.30480567006274
"2005-10-13",121104.674,0,0,0
"2005-10-14",121981.766,0,0,0
"2005-10-15",112043.728,0,0,0
"2005-10-16",104514.697,0,0,0
"2005-10-17",116929.289,1,0,2.9158725898091
"2005-10-18",119414.269,0,0,0
"2005-10-19",120224.921,0,0,0
"2005-10-20",117283.417,2.15,0,4.56791145273198
"2005-10-21",118677.937,2.95,0,2.15220132887237
"2005-10-22",108083.183,5,0,13.5497586545281
"2005-10-23",101963.183,6,0,12.5920952459865
"2005-10-24",119744.044,7.35,0,17.4810242048794
"2005-10-25",122588.183,6.85,0,17.7034044182418
"2005-10-26",123632.766,6.55,0,20.3247456610337
"2005-10-27",124049.329,8.5,0,14.9787753838557
"2005-10-28",121360.541,7.7,0,9.31254101521169
"2005-10-29",109440.265,7.4,0,15.592767554222
"2005-10-30",109111.9,0.699999999999999,0,5.37351442540168
"2005-10-31",120060.047,2.35,0,5.06755761289401
"2005-11-01",119899.187,2.4,0,2.92732811963401
"2005-11-02",118214.726,5.15,0,11.1653406575885
"2005-11-03",118558.549,3.5,0,6.28717643461674
"2005-11-04",117232.499,0.449999999999999,0,0.0982242332624644
"2005-11-05",104033.422,0,0,0
"2005-11-06",100558.003,0,0,1.75853838966158
"2005-11-07",115523.069,1,0,3.26871189308572
"2005-11-08",117490.158,2.95,0,5.99743859993581
"2005-11-09",119943.414,4.85,0,3.48682605734352
"2005-11-10",118543.423,2.9,0,11.1454344800699
"2005-11-11",118845.678,10.15,0,23.075272735983
"2005-11-12",108122.888,7.4,0,11.4734531855061
"2005-11-13",102700.032,4.6,0,5.62660377847952
"2005-11-14",117033.606,2.1,0,2.14340051320326
"2005-11-15",120662.548,1.8,0,2.19393102292058
"2005-11-16",121146.696,0,0,0
"2005-11-17",120832.347,9.6,0,25.2448
"2005-11-18",124514.863,12.15,0,20.6419160040923
"2005-11-19",113119.162,11.55,0,18.0139039100357
"2005-11-20",106211.437,7.4,0,14.3775432894497
"2005-11-21",121751.138,8.25,0,8.27690756372422
"2005-11-22",126808.103,9.2,0,24.3861931184035
"2005-11-23",128079.883,14.6,0,42.1946572617909
"2005-11-24",107794.924,12.1,0,33.8656213450005
"2005-11-25",117656.123,16.55,0,42.3595383921969
"2005-11-26",115184.014,15.45,0,16.620545281067
"2005-11-27",107437.781,9.05,0,8.55201667912835
"2005-11-28",119614.715,1.85,0,5.69009617271108
"2005-11-29",120327.08,0,0,0
"2005-11-30",118909.67,2.1,0,1.88671100177893
"2005-12-01",121686.996,9.9,0,13.9960794510463
"2005-12-02",124321.105,11.5,0,37.432684875212
"2005-12-03",117669.291,14.05,0,41.7533192587128
"2005-12-04",115993.174,16.3,0,25.6016346223298
"2005-12-05",132848.761,16.25,0,13.3033595756861
"2005-12-06",133111.203,14.05,0,30.8476386700904
"2005-12-07",136564.404,16,0,52.224
"2005-12-08",137906.657,18.25,0,29.3547970866773
"2005-12-09",134968.853,14.3,0,34.6637855065809
"2005-12-10",122670.249,17.1,0,12.6107761410628
"2005-12-11",118785.464,17.1,0,24.9420127495758
"2005-12-12",135016.417,15.75,0,34.9321098502364
"2005-12-13",142192.163,20.75,0,41.4511669896036
"2005-12-14",145100.514,23.2,0,37.0283373863856
"2005-12-15",146938.856,19.65,0,43.1063900304112
"2005-12-16",129848.496,11,0,27.8805564625697
"2005-12-17",122451.788,13.25,0,25.9852264242588
"2005-12-18",120036.684,13.25,0,17.0335769115004
"2005-12-19",135431.528,15.15,0,37.8505155114167
"2005-12-20",141581.97,16.55,0,42.5487768660863
"2005-12-21",140014.819,17.1,0,38.6402261856734
"2005-12-22",137944.8,15.2,0,32.8545898893899
"2005-12-23",127519.407,8.5,0,20.4201234864043
"2005-12-24",112091.303,8.5,0,7.69584091311664
"2005-12-25",108773.7,11.65,0,14.5165905720109
"2005-12-26",112703.674,7.95,0,17.0677969533126
"2005-12-27",124584.997,11.85,0,31.6252031645648
"2005-12-28",125544.879,10.75,0,13.2944857862198
"2005-12-29",123861.759,8.15,0,11.5704155267673
"2005-12-30",120463.182,11.4,0,32.2815044910815
"2005-12-31",118322.937,15.15,0,23.029403279977
"2006-01-01",110294.326,13,0,6.09883990725168
"2006-01-02",117411.704,11.3,0,21.3250931134262
"2006-01-03",131552.19,11.55,0,34.4564940969122
"2006-01-04",130913.992,13.2,0,20.8192435316211
"2006-01-05",127317.112,8.75,0,16.9758597802595
"2006-01-06",129691.237,12.7,0,31.0665495090722
"2006-01-07",121389.849,15.45,0,33.9015519927923
"2006-01-08",113773.156,10.45,0,19.0171028203562
"2006-01-09",123994.3,6.3,0,13.0536456700801
"2006-01-10",124925.417,9.35,0,15.5980082420801
"2006-01-11",127569.016,9.55,0,10.2469135333524
"2006-01-12",122736.156,6.3,0,12.4020872565871
"2006-01-13",124691.994,11,0,9.6478081689387
"2006-01-14",111857.219,7.6,0,15.6965241965077
"2006-01-15",119805.933,19.65,0,69.9749422855778
"2006-01-16",133850.691,19.05,0,49.2318829702866
"2006-01-17",135664.618,16,0,28.0755278490005
"2006-01-18",129567.041,4.35,0,14.7276509906945
"2006-01-19",129165.898,10.7,0,26.1805494335012
"2006-01-20",124742.608,6.55,0,14.1793522898615
"2006-01-21",113001.715,5.7,0,20.9289423641043
"2006-01-22",110804.372,12.1,0,21.4828194350742
"2006-01-23",129475.278,12.15,0,21.2040301324924
"2006-01-24",128782.07,12.35,0,20.9170766407865
"2006-01-25",129841.567,11,0,33.9999226414271
"2006-01-26",133232.486,16,0,51.6051904366218
"2006-01-27",133722.751,13.75,0,32.2522725227231
"2006-01-28",113737.974,6,0,17.8758122702159
"2006-01-29",109681.067,10.45,0,9.13609407475312
"2006-01-30",122066.54,4.15,0,12.139712978293
"2006-01-31",128449.273,9.5,0,25.4707624418469
"2006-02-01",127322.823,11.85,0,28.6114755159534
"2006-02-02",126307.795,9.05,0,16.3053169789575
"2006-02-03",123301.1,3.85,0,8.7695717474323
"2006-02-04",112582.841,7.7,0,19.7294397922344
"2006-02-05",106625.578,5.75,0,17.86769542951
"2006-02-06",127386.086,11.55,0,38.4660341974579
"2006-02-07",129368.184,11.55,0,32.9175577320068
"2006-02-08",131382.785,15.45,0,34.4033872750925
"2006-02-09",132031.63,15.7,0,41.4218825260272
"2006-02-10",132228.756,15.45,0,31.7187773383527
"2006-02-11",119903.257,13.6,0,40.1036533462453
"2006-02-12",117730.437,17.9,0,55.6784767720884
"2006-02-13",131129.005,17.35,0,42.9367898865297
"2006-02-14",130827.991,13.2,0,28.5973791918071
"2006-02-15",128019.8,9.9,0,15.762674899902
"2006-02-16",123428.603,7.4,0,10.4936209498914
"2006-02-17",123246.066,7.65,0,20.9285927625601
"2006-02-18",121035.778,17.95,0,61.5882341804661
"2006-02-19",120479.475,19.65,0,51.9929465985532
"2006-02-20",124717.715,16.8,0,31.3814783590576
"2006-02-21",130707.134,14.65,0,32.4805794431072
"2006-02-22",130816.849,13.2,0,20.0775456667393
"2006-02-23",127424.146,10.45,0,18.7001390771889
"2006-02-24",128740.589,13.5,0,49.7640432440934
"2006-02-25",118413.736,11.25,0,34.6204019017688
"2006-02-26",120065.761,19.05,0,70.2783204261457
"2006-02-27",136423.049,18.8,0,55.9235425029567
"2006-02-28",135115.877,17.1,0,43.3654902797144
"2006-03-01",131071.794,13.5,0,38.0546725183649
"2006-03-02",136013.076,16.85,0,29.5804545112011
"2006-03-03",135079.931,16.55,0,61.2843512815466
"2006-03-04",119700.492,13.75,0,49.3809069758748
"2006-03-05",112673.507,10.15,0,33.6802840843126
"2006-03-06",126231.197,11.3,0,22.8442938170564
"2006-03-07",126192.208,11.55,0,26.0775832009027
"2006-03-08",124656.233,11.6,0,16.7250912822621
"2006-03-09",122503.916,6.25,0,11.5689130483378
"2006-03-10",119714.677,0.449999999999999,0,0
"2006-03-11",103726.956,0.699999999999999,0,2.8128
"2006-03-12",101916.408,2.9,0,3.36031326618718
"2006-03-13",117754.488,0,0,1.59856212413122
"2006-03-14",118606.689,4.05,0,8.08916352490768
"2006-03-15",123672.583,9.05,0,37.6621295202488
"2006-03-16",123656.709,8.8,0,27.580689476516
"2006-03-17",122483.748,9.9,0,31.6491668136777
"2006-03-18",112378.966,12.1,0,38.6182915417034
"2006-03-19",110746.635,12.15,0,39.4212154860806
"2006-03-20",125172.459,13.5,0,39.4961714478758
"2006-03-21",127706.495,12.95,0,31.7902312140066
"2006-03-22",124479.139,11.3,0,34.0206581946911
"2006-03-23",122527.44,7.65,0,20.2520863235166
"2006-03-24",121435.611,9.05,0,16.3884993821887
"2006-03-25",109813.036,7.15,0,16.6672
"2006-03-26",105346.182,6.8,0,18.878036566447
"2006-03-27",120018.895,6.3,0,14.2262268673039
"2006-03-28",120551.013,4.9,0,10.7896962107374
"2006-03-29",120750.63,4.6,0,6.88551611427931
"2006-03-30",119803.757,2.9,0,3.38267378267548
"2006-03-31",117072.85,0,0,0
"2006-04-01",103583.168,0,0,0
"2006-04-02",92858.0825,0.75,0,2.15647712716828
"2006-04-03",115884.522,5.45,0,11.5047487076058
"2006-04-04",117071.281,6.8,0,18.8967453812154
"2006-04-05",119447.421,9.1,0,23.2930012509147
"2006-04-06",120006.031,6.8,0,17.8637897524573
"2006-04-07",118771.309,4.9,0,5.84191749342628
"2006-04-08",107019.722,5.75,0,14.6939265449202
"2006-04-09",101530.046,5.15,0,12.4489284743708
"2006-04-10",115186.558,4.85,0,6.95756067598408
"2006-04-11",116274.97,2.1,0,3.04151551697505
"2006-04-12",116382.374,0.399999999999999,0,0
"2006-04-13",117197.847,0,0,0
"2006-04-14",106528.199,1.3,0,0.383605428793702
"2006-04-15",101169.615,0,0,0
"2006-04-16",91980.595,0,0,0
"2006-04-17",110759.59,2.95,0,5.36220104061757
"2006-04-18",115197.92,0,0,0
"2006-04-19",116400.54,0,0,0
"2006-04-20",120174.881,0,2.5,0
"2006-04-21",113759.836,1.55,0,5.69850321400278
"2006-04-22",106670.019,6.55,0,21.7843061320689
"2006-04-23",100902.41,1.65,0,6.08692508900503
"2006-04-24",114533.194,0,0,2.39214952617749
"2006-04-25",117256.129,0,0,0.6929182347146
"2006-04-26",114223.039,4.35,0,7.52685497031773
"2006-04-27",117626.348,0.450000000000001,0,0
"2006-04-28",113234.701,1.55,0,3.67993260807857
"2006-04-29",101832.553,2.1,0,5.87525612221229
"2006-04-30",96507.029,2.1,0,3.23595718142252
"2006-05-01",114775.389,1.1,0,0
"2006-05-02",115320.496,0.449999999999999,0,1.45313410255214
"2006-05-03",116664.054,0,0,0
"2006-05-04",122812.739,0,1.15,0
"2006-05-05",124352.426,0,1.15,0
"2006-05-06",109239.153,0,0,0
"2006-05-07",98236.97,1.85,0,1.65577293129221
"2006-05-08",114743.458,0,0,0
"2006-05-09",116354.286,0,0,0
"2006-05-10",119503.874,0,0,0
"2006-05-11",116931.664,0,0,0
"2006-05-12",120556.143,0,0,0
"2006-05-13",107975.866,0,0,0
"2006-05-14",97540.84,0.5,0,2.1825026415878
"2006-05-15",116079.721,0,0,1.83585163879586
"2006-05-16",120199.673,0,0,0.372751783933715
"2006-05-17",118378.492,0,0,0
"2006-05-18",122512.128,0,0,0
"2006-05-19",115582.197,0.449999999999999,0,1.86340824539698
"2006-05-20",102418.968,0,0,0
"2006-05-21",97643.385,0,0,0.2829105865817
"2006-05-22",113377.807,0.699999999999999,0,6.19078546228184
"2006-05-23",115055.419,1.6,0,3.33988521958465
"2006-05-24",117325.216,0,0,0
"2006-05-25",121466.229,0,0,0
"2006-05-26",125477.353,0,0.300000000000001,0
"2006-05-27",120580.765,0,4.2,0
"2006-05-28",118268.18,0,4.5,0
"2006-05-29",131881.904,0,6.15,0
"2006-05-30",165621.38,0,7,0
"2006-05-31",153417.877,0,3.1,0
"2006-06-01",162523.58,0,6.45,0
"2006-06-02",155854.148,0,3.9,0
"2006-06-03",123440.104,0,0,0
"2006-06-04",106826.932,0,0,0
"2006-06-05",125409.284,0,0,0
"2006-06-06",128116.302,0,0,0
"2006-06-07",123781.005,0,0,0
"2006-06-08",123356.232,0,0,0
"2006-06-09",128546.465,0,0.849999999999998,0
"2006-06-10",107232.428,0,0,0
"2006-06-11",100720.969,0,0,0
"2006-06-12",122348.848,0,0,0
"2006-06-13",136638.198,0,2.25,0
"2006-06-14",141498.311,0,2,0
"2006-06-15",137277.493,0,2.55,0
"2006-06-16",141947.652,0,2.5,0
"2006-06-17",132992.587,0,3.1,0
"2006-06-18",150894.811,0,8.95,0
"2006-06-19",180430.221,0,8.1,0
"2006-06-20",169526.108,0,5.6,0
"2006-06-21",161770.059,0,4.2,0
"2006-06-22",169809.122,0,6.15,0
"2006-06-23",174648.53,0,7.55,0
"2006-06-24",144532.347,0,3.1,0
"2006-06-25",132279.416,0,4.2,0
"2006-06-26",152198.329,0,5.05,0
"2006-06-27",161084.326,0,6.2,0
"2006-06-28",170610.362,0,7.55,0
"2006-06-29",175592.991,0,6.4,0
"2006-06-30",151408.143,0,3.4,0
"2006-07-01",137631.99,0,3.9,0
"2006-07-02",145838.548,0,7.85,0
"2006-07-03",162758.692,0,8.1,0
"2006-07-04",156446.879,0,8.5,0
"2006-07-05",157131.97,0,5,0
"2006-07-06",147030.338,0,2.85,0
"2006-07-07",142812.162,0,2.55,0
"2006-07-08",138263.207,0,4.2,0
"2006-07-09",140912.023,0,5.3,0
"2006-07-10",163779.521,0,4.5,0
"2006-07-11",183699.449,0,8.95,0
"2006-07-12",181792.135,0,6.7,0
"2006-07-13",173613.829,0,6.45,0
"2006-07-14",174953.954,0,7,0
"2006-07-15",154868.619,0,5.85,0
"2006-07-16",161821.124,0,8.65,0
"2006-07-17",200311.965,0,10.05,0
"2006-07-18",210537.775,0,10.35,0
"2006-07-19",183972.361,0,7.2,0
"2006-07-20",175778.212,0,6.95,0
"2006-07-21",177701.128,0,8.1,0
"2006-07-22",150020.799,0,6.05,0
"2006-07-23",134556.96,0,4.2,0
"2006-07-24",158410.941,0,4.45,0
"2006-07-25",165623.728,0,5.55,0
"2006-07-26",178226.922,0,6.7,0
"2006-07-27",186941.569,0,8.65,0
"2006-07-28",182996.951,0,8.9,0
"2006-07-29",171945.183,0,8.65,0
"2006-07-30",173897.923,0,9.5,0
"2006-07-31",192559.951,0,7.8,0
"2006-08-01",213581.272,0,12.25,0
"2006-08-02",226548.391,0,13.4,0
"2006-08-03",219718.236,0,11.95,0
"2006-08-04",195264.064,0,7.3,0
